WJA19,B789,UMLAT
BAW135,A35K,DET
DHK795,B763,BPK
BAW738,A20N,MAXIT
SHT12K,A319,UMLAT
BAW740,A20N,MAXIT
SHT8U,A20N,UMLAT
BAW788,A320,MAXIT
BAW704W,A321,BPK
BAW34XR,A320,MAXIT
KLM1000,B737,BPK
BAW560F,A320,MAXIT
VIR19Z,B789,UMLAT
VIR449,B789,MAXIT
UAL959,B763,UMLAT
VIR453,B789,DET
UAL879,B772,UMLAT
BAW257,B772,DET
RAM801F,B788,GOGSI
SVA110,B77W,DET
VIR21K,B789,CPT
ETD81C,A35K,DET
VIR131,A333,CPT
CPA250,A35K,DET
BAW7W,B789,CPT
BAW1344,A20N,GOGSI
BAW58EW,A319,DET
IBE31WR,A20N,GOGSI
MEA204,A21N,DET
EUK9KN,A320,UMLAT
BAW482P,A20N,MAXIT
BAW856Z,A320,BPK
BAW688,A320,DET
IBE31YR,A20N,GOGSI
VIR378,B789,DET
BAW17A,B772,CPT
TAP1369,A20N,GOGSI
THY9WX,A21N,DET
BAW448,A20N,GOGSI
BAW99M,A320,DET
EIN723,A320,CPT
VIR91,A333,CPT
BAW15,B77W,DET
AIC130,B788,BPK
EIN17R,A320,CPT
ROT392,A318,DET
BAW972,A321,BPK
BAW954M,A320,DET
SHT18C,A20N,UMLAT
BAW710R,A320,MAXIT
BAW4VK,A320,BPK
AIC150,B788,DET
AAL733,B772,UMLAT
BAW107,B789,DET
AAL51,B77W,UMLAT
THY5KB,A333,DET
EVA068,B77W,BPK
VIR411Y,A35K,MAXIT
FIN7KL,A359,BPK
BAW826Q,A320,UMLAT
BAW4DC,A319,MAXIT
SHT18F,A320,UMLAT
BAW798,A320,MAXIT
LOT286,B38M,BPK
SWR9JA,A20N,DET
BAW46JU,A320,GOGSI
GFA002,B789,DET
AAL47,B789,CPT
BAW5,B789,DET
BAW117,B77W,CPT
THY4TC,B77W,DET
UAL949,B772,UMLAT
QTR61L,B77W,DET
AAL729,B789,CPT
IBE3179,A20N,GOGSI
BAW906N,A320,DET
BAW84DM,A21N,CPT
DLH2FM,A20N,DET
SHT2J,A320,UMLAT
AFR32MC,A320,MAXIT
SHT2L,A320,UMLAT
SWR9NW,BCS3,MAXIT
DAL4,B764,UMLAT
BAW9277,A320,UMLAT
BAW342N,A320,MAXIT
EUK93C,A320,UMLAT
BAW6CR,A21N,DET
SHT4B,A320,UMLAT
BAW93G,A320,DET
SHT6R,A321,UMLAT
BAW480N,A320,MAXIT
SHT8G,A21N,UMLAT
BAW722P,A20N,MAXIT
SHT16N,A320,UMLAT
DLH8PL,A20N,DET
SAS1530,A20N,BPK
BAW756,A20N,MAXIT
BAW4LT,A321,BPK
BAW16UP,A321,MAXIT
SAS506,A320,BPK
BAW540B,A320,MAXIT
LOG3NA,AT76,UMLAT
EIN7HL,A320,CPT
SHT8N,A320,UMLAT
BAW314S,A319,MAXIT
UAL147,B763,UMLAT
SIA305,B77W,DET
UAL17,B772,UMLAT
UAE7CN,A388,DET
AAL137,B77W,UMLAT
THA917,B77W,DET
IBE31SZ,A333,GOGSI
SIA7393,B744,DET
BAW81RC,B772,CPT
BAW31,B789,DET
VIR105,B789,UMLAT
CPA252,B77W,DET
AAL155,B772,UMLAT
BAW123,B78X,DET
DAL59,A332,CPT
VIR300,A35K,DET
VIR7B,A35K,UMLAT
HVN50,B789,DET
VIR3N,A35K,CPT
THY23J,A333,DET
BAW225Y,B788,UMLAT
KAC102,B77W,DET
UAL921,B763,CPT
ETD71M,B78X,DET
BAW179,B77W,CPT
BAW143,B789,DET
BAW91C,B772,UMLAT
BEE3SD,DH8D,UMLAT
SWR194C,A321,DET
SHT6T,A319,UMLAT
BAW724,A320,MAXIT
ICE451,B38M,UMLAT
SWR89DM,BCS3,MAXIT
BEE9BA,DH8D,UMLAT
BAW732,A320,MAXIT
ICE455,B38M,UMLAT
BAW924,A20N,MAXIT
BAW962H,A319,BPK
SWR9UE,BCS3,MAXIT
SHT18Z,A20N,UMLAT
BAW90BG,A320,DET
BAW666,A320,GOGSI
DLH8U,A20N,DET
EIN15M,A20N,CPT
BAW952M,A320,DET
BEE6CR,DH8D,GOGSI
DLH5CV,A20N,DET
BAW812,A320,BPK
BAW3TV,A320,MAXIT
SHT8F,A21N,UMLAT
BAW908N,A320,DET
IBE31BR,A20N,GOGSI
AEE601,A20N,DET
BAW460M,A320,GOGSI
BAW68H,A319,DET
TAP57W,A319,GOGSI
BAW6FM,A320,DET
BAW5PT,A320,GOGSI
BAW706V,A320,DET
BAW992G,A320,BPK
BAW8608,A20N,MAXIT
BAW430,A320,BPK
BAW406,A21N,DET
BAW792,A320,BPK
ASL42V,A319,DET
IBE31AP,A20N,GOGSI
BAW26AV,A320,DET
AAL105,B77W,UMLAT
BAW58TL,A320,GOGSI
THY7XS,A321,DET
SHT12Q,A320,UMLAT
BAW43,A35K,MAXIT
UAL2835,B763,UMLAT
MAU53,A359,MAXIT
AAL173,B772,UMLAT
UAL3046,B789,UMLAT
KAL504,B77L,MAXIT
DAL31,B764,UMLAT
BCS6756,A306,DET
BAW414,A20N,GOGSI
BAW660,A21N,DET
EIN179,A20N,CPT
BAW42X,A321,DET
SHT6J,A320,UMLAT
AFR56CB,A320,MAXIT
BAW784F,A320,BPK
BAW754B,A319,MAXIT
BAW852,A20N,BPK
BAW5CR,A320,MAXIT
LOT2YJ,B38M,BPK
BAW7MY,A319,MAXIT
KLM1018,E190,BPK
BAW15PZ,A321,DET
EIN169,A20N,CPT
THY7YX,A321,DET
SAS804,A20N,BPK
BAW54L,A320,GOGSI
BEL1LH,A320,DET
SHT4D,A20N,UMLAT
SWR56HL,BCS3,MAXIT
AAL81,B772,UMLAT
ALK504,A333,DET
BAW239,B788,CPT
SHT2G,A319,UMLAT
SWR5AP,BCS3,DET
UAL905,B763,CPT
VIR229,B789,CPT
BAW61,B77W,DET
UAL925,B763,UMLAT
ANA212,B77W,DET
BAW97A,B788,UMLAT
WIF7G,DH8D,BPK
ITY229,A319,MAXIT
SHT16V,A20N,UMLAT
BAW796K,A320,MAXIT
BAW438,A320,BPK
BAW726P,A320,MAXIT
SAS532,A20N,BPK
BAW304,A20N,MAXIT
BAW279,B789,UMLAT
VTI018,B789,DET
DAL2,B764,CPT
SWR79MG,A20N,DET
EIN159,A20N,CPT
LZB852,A319,DET
BAW44E,A319,BPK
BAW2DP,A320,MAXIT
DAL11,A333,UMLAT
QTR006,B77W,DET
VIR103M,A35K,CPT
P4787,B788,DET
BAW245,B789,CPT
SIA321,A359,DET
BAW9L,B772,UMLAT
BAW139,B77W,DET
BAW44N,A35K,UMLAT
MAS1,A359,DET
VIR107X,B789,CPT
ELY318,B789,DET
VIR25B,B789,CPT
GFA006,B789,DET
AAL39,B772,CPT
KAL908,B77W,DET
BAW243,B789,UMLAT
UAE79Y,A388,DET
BAW28K,A388,UMLAT
BAW247,A35K,CPT
BCS6717,A306,DET
BAW173A,B77W,CPT
DAL51,A333,UMLAT
BAW8GT,A320,BPK
BAW750P,A20N,MAXIT
BAW8VK,A320,BPK
BAW35AW,A320,MAXIT
BAW994G,A320,BPK
BAW348K,A20N,MAXIT
SHT18V,A20N,UMLAT
BAW53YR,A320,MAXIT
LOT2ET,B38M,BPK
BAW6DP,A320,MAXIT
EWG14NR,A319,BPK
BAW5XM,A320,MAXIT
SHT6N,A319,UMLAT
MSR780,A20N,DET
EIN381,A21N,CPT
CTN82W,A319,DET
SHT2V,A20N,UMLAT
AMC103,A20N,MAXIT
SHT2P,A320,UMLAT
SIA317,A388,DET
BAW207,A388,CPT
UAE4,A388,DET
BAW26E,B789,UMLAT
BAW492U,A320,GOGSI
MEA202,A21N,DET
DAL17,A332,CPT
AAR522,A359,DET
ACA857,B77W,UMLAT
ALK506,A333,DET
BAW253M,B772,CPT
AIC162,B788,DET
VIR155M,B789,UMLAT
BAW55K,A388,MAXIT
BAW29Q,A388,UMLAT
UAE2,A388,DET
BAW19F,A388,UMLAT
UAE6,A388,DET
BAW3,CONC,CPT
SIA319,A388,DET
BAW15K,B772,CPT
ETH701,A359,DET
BAW67V,B77W,CPT
BAW249,B788,GOGSI
BAW22B,B788,CPT
BAW199,B772,DET
AAL195,B772,UMLAT
